miRNA	GSM1439481	GSM1439482	GSM1439483	GSM1439484	GSM1439485	GSM1439486	GSM1439487	GSM1439488	GSM1439489	GSM1439490	GSM1439491	GSM1439492	GSM1439493	GSM1439494	GSM1439495	GSM1439496	GSM1439497	GSM1439498	GSM1439499	GSM1439500	GSM1439501	GSM1439502	GSM1439503	GSM1439504
hsa-mir-3194-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44	0	37.51	0	0	0	0	0	0	0
hsa-mir-3195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3196	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3198-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3198-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3199-1	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0
hsa-mir-3199-2	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0
hsa-mir-32-3p	0	0	2.01	0	0	0	0	0	0	0	0	0	0	4.05	0.81	10.03	0	0	0	0	0	0	0	0
hsa-mir-32-5p	284	317.68	330.04	239.03	278.38	223.62	319.41	276.26	182.21	243.33	217.99	191.34	163.72	397.22	136.06	235.76	337.63	151.2	233.34	129.96	232.5	128.91	236.31	113.48
hsa-mir-3200-3p	13.52	7.75	2.01	0	17.4	15.97	1.51	0	0	14.11	0	0	6.55	8.11	0	0	0	8.89	0	0	0	0	0	0
hsa-mir-3200-5p	0	3.87	4.02	0	0	0	0	3.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.02
hsa-mir-3201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3202-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3202-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-320a	1592.87	1969.34	2498.24	1116.95	1287.52	1632.42	5694.68	8864.7	3500.24	2420.44	2404.8	3636.89	7658.37	6323.88	24369.33	14991.96	2808.57	2772.07	33392.92	10855.05	18095.21	10151.92	5608.51	5360.38
hsa-mir-320b-1	137.54	100.08	420.75	101.31	136.29	248.11	1178.48	2002.72	1636.73	920.47	687.63	1362.58	4762.67	3478.46	8759.62	10291.89	932.86	882.02	13413.82	4802.11	12164.93	6375.93	3245.37	2307.77
hsa-mir-320b-2	137.54	107.83	420.75	101.31	136.29	248.11	1178.48	2002.72	1636.73	920.47	699.11	1362.58	4762.67	3480.49	8758.8	10294.4	932.86	882.02	13416.15	4802.11	12164.93	6375.93	3245.37	2307.77
hsa-mir-320c-1	13.57	7.75	23.97	9.28	5.8	8.52	34.29	48.38	23.07	19.43	10.71	65.12	72.02	48.7	113.13	95.04	82.53	48.92	223.66	84.87	197.43	75.45	212.68	37.69
hsa-mir-320c-2	1.55	0	8.54	5.61	0	3.19	21.17	43.44	14.79	6.5	6.88	38.27	56.74	44.64	104.17	69.96	7.5	31.13	184.77	57.68	138.53	43.23	212.68	32.02
hsa-mir-320d-1	0.64	0	0.29	0.39	0	0	1.95	7.05	2.37	2.27	0	5.04	11.23	4.92	22.42	18.63	0	0	24	4.6	3.99	14.58	0	0.81
hsa-mir-320d-2	0.64	0	0.29	0.39	0	0	1.95	7.05	2.37	2.27	0	5.04	11.23	4.92	22.42	18.63	0	0	24	4.6	3.99	14.58	0	0.81
hsa-mir-320e	0	0	0	0	0	0	3.03	0.82	0	0	0	0	3.27	2.03	7.33	6.27	0	0	6.42	6.37	2.32	0	0	0
hsa-mir-323a-3p	9.02	23.24	6.04	5.49	0	0	12.11	0	0	0	0	0	0	4.05	0.81	5.02	0	0	7	33.13	18.6	0	0	0
hsa-mir-323a-5p	0	0	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-323b-3p	18.03	120.1	6.04	24.73	69.6	0	7.57	3.29	0	0	0	10.07	29.47	20.27	2.44	30.1	0	26.68	7	84.09	37.2	96.68	0	45.39
hsa-mir-323b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-324-3p	27.05	15.5	52.32	27.47	69.6	15.97	42.39	55.91	24.85	7.05	22.95	30.21	29.47	40.53	25.26	85.27	150.06	26.68	56	35.68	18.6	42.97	236.31	11.35
hsa-mir-324-5p	9.02	15.5	14.09	8.24	0	15.97	6.06	16.44	0	3.53	0	0	0	24.32	5.7	20.06	37.51	17.79	4.67	0	0	0	0	22.7
hsa-mir-325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-326	40.57	23.24	54.34	21.98	17.4	15.97	6.06	9.87	0	7.05	11.47	10.07	9.82	8.11	0.81	60.19	37.51	44.47	2.33	43.32	37.2	32.23	0	45.39
hsa-mir-328-3p	36.06	158.84	62.39	35.72	34.8	47.92	45.41	46.04	16.56	17.63	11.47	151.06	52.39	77.01	19.55	45.14	112.54	26.68	46.67	109.57	158.1	53.71	236.31	96.46
hsa-mir-328-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-329-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-329-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-329-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-329-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-330-3p	0	15.5	6.04	10.99	0	15.97	1.51	3.29	0	0	22.95	0	6.55	12.16	1.63	15.05	0	0	4.67	17.84	18.6	21.49	0	11.35
hsa-mir-330-5p	4.51	11.62	2.01	0	0	0	0	0	8.28	0	0	20.14	3.27	0	1.63	0	0	17.79	4.67	7.64	0	21.49	0	0
hsa-mir-331-3p	0	3.87	8.05	5.49	0	0	1.51	6.58	0	0	22.95	10.07	0	8.11	0	15.05	0	0	0	7.64	0	0	0	5.67
hsa-mir-331-5p	4.51	19.37	6.04	13.74	0	0	6.06	16.44	8.28	17.63	0	10.07	3.27	0	16.29	35.11	0	0	16.33	15.29	9.3	10.74	0	0
hsa-mir-335-3p	13.52	38.74	26.16	19.23	0	0	4.54	3.29	0	3.53	11.47	40.28	3.27	8.11	4.89	15.05	0	0	28	66.25	74.4	75.2	0	39.72
hsa-mir-335-5p	238.92	383.54	575.55	181.33	121.79	111.81	858.33	805.74	323.01	232.75	149.15	281.98	235.76	348.58	295.75	451.45	37.51	133.42	1005.68	262.47	781.2	612.32	236.31	567.4
hsa-mir-337-3p	0	27.12	2.01	2.75	0	0	3.03	3.29	0	0	0	0	0	4.05	0	0	0	0	0	0	0	0	0	0
hsa-mir-337-5p	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-338-3p	9.02	15.5	110.68	13.74	0	15.97	22.71	39.47	33.13	14.11	11.47	20.14	13.1	28.37	13.85	170.55	0	8.89	25.67	38.22	27.9	0	0	22.7
hsa-mir-338-5p	4.51	3.87	16.1	5.49	0	15.97	19.68	16.44	8.28	0	22.95	10.07	6.55	28.37	7.33	50.16	0	0	7	28.03	18.6	0	0	17.02
hsa-mir-339-3p	45.08	135.59	66.41	85.17	52.2	95.84	31.79	69.06	41.41	45.85	11.47	60.42	68.76	97.28	18.74	140.45	0	53.37	35	50.97	27.9	75.2	236.31	34.04
hsa-mir-339-5p	42.83	104.6	43.27	59.07	17.4	31.95	9.84	14.8	20.71	10.58	40.16	30.21	32.74	36.48	11.41	17.56	37.51	8.89	18.67	48.42	13.95	91.31	236.31	68.09
hsa-mir-33a-3p	0	7.75	0	0	0	0	0	0	0	0	0	0	3.27	0	0.81	0	0	0	2.33	0	0	10.74	0	5.67
hsa-mir-33a-5p	0	3.87	8.05	8.24	0	0	12.11	3.29	0	0	0	0	0	4.05	0	5.02	0	0	0	0	9.3	0	0	0
hsa-mir-33b-3p	0	0	0	0	0	0	1.51	0	8.28	0	0	0	0	0	0	0	0	8.89	0	2.55	0	0	0	0
hsa-mir-33b-5p	54.1	50.36	98.61	19.23	0	15.97	175.6	85.51	57.98	38.79	11.47	10.07	75.31	72.96	23.63	30.1	187.57	44.47	74.67	15.29	158.1	42.97	0	22.7
hsa-mir-340-3p	13.52	34.87	8.05	8.24	0	0	1.51	0	8.28	14.11	0	20.14	6.55	4.05	2.44	5.02	0	0	7	30.58	0	32.23	0	5.67
hsa-mir-340-5p	464.32	658.6	525.24	307.71	313.18	399.32	482.91	292.7	157.36	116.38	57.37	302.12	203.02	453.97	459.52	1213.89	187.57	53.37	406.01	346.56	362.7	397.47	236.31	346.11
hsa-mir-342-3p	63.11	182.08	118.73	112.64	347.98	175.7	57.52	144.71	165.65	67	114.73	312.19	85.14	247.25	43.18	220.71	37.51	320.2	149.34	657.45	111.6	225.59	236.31	221.29
hsa-mir-342-5p	31.56	42.62	42.26	60.44	208.79	15.97	45.41	82.22	24.85	14.11	22.95	30.21	55.67	93.23	26.89	120.39	37.51	142.31	107.34	489.26	55.8	53.71	236.31	56.74
hsa-mir-345-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-345-5p	270.48	205.33	307.9	206.06	226.19	271.54	778.1	414.38	165.65	155.17	126.21	302.12	203.02	405.33	241.98	366.17	487.69	329.09	312.67	293.05	353.4	333.02	708.94	175.89
hsa-mir-346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-34a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	0	0	0
hsa-mir-34a-5p	0	0	2.01	2.75	0	0	62.07	29.6	0	0	0	10.07	0	8.11	35.85	20.06	0	0	18.67	5.1	9.3	0	0	0
hsa-mir-34b-3p	0	0	0	0	0	0	0	0	0	0	0	40.28	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-34b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	0	0	0
hsa-mir-34c-3p	0	0	0	0	0	0	0	3.29	0	0	0	10.07	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-34c-5p	0	0	6.04	0	0	0	3.03	0	0	0	0	40.28	0	0	0.81	0	0	17.79	2.33	7.64	0	0	0	0
hsa-mir-3529-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3529-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3591-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3	0	0	0
hsa-mir-3591-5p	0	0	0	0	0	0	3.03	0	0	0	0	0	0	0	11.41	0	37.51	0	14	0	9.3	0	0	0
hsa-mir-3605-3p	9.02	15.5	8.05	2.75	52.2	0	22.71	29.6	49.69	24.69	22.95	0	45.84	56.75	48.88	45.14	75.03	53.37	39.67	58.61	46.5	10.74	0	34.04
hsa-mir-3605-5p	4.51	3.87	10.06	0	0	15.97	6.06	13.16	33.13	7.05	0	0	6.55	16.21	0.81	15.05	0	26.68	4.67	17.84	0	10.74	0	11.35
hsa-mir-3606-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3606-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3607-3p	0	0	0	0	0	0	0	0	0	0	0	10.07	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3607-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-361-3p	58.6	69.73	66.41	46.71	69.6	127.78	24.22	32.89	66.26	31.74	0	70.5	45.84	40.53	39.11	145.47	0	17.79	70	211.5	83.7	75.2	0	28.37
hsa-mir-361-5p	76.64	85.23	42.26	43.96	52.2	31.95	286.11	233.5	91.1	31.74	45.89	171.2	101.51	129.71	738.97	175.56	112.54	88.94	466.67	224.25	372	225.59	0	90.78
hsa-mir-3610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3611	0	0	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	5.67
hsa-mir-3612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3613-3p	0	0	0	0	0	15.97	0	0	0	0	0	0	0	0	0	0	0	0	2.33	2.55	0	10.74	0	0
hsa-mir-3613-5p	0	3.87	14.09	2.75	0	0	1.51	3.29	16.56	10.58	0	0	3.27	16.21	2.44	0	0	0	4.67	0	9.3	0	0	0
hsa-mir-3614-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3614-5p	0	0	8.05	5.49	0	0	12.11	6.58	8.28	3.53	0	30.21	3.27	16.21	7.33	10.03	0	8.89	11.67	12.74	0	10.74	0	5.67
hsa-mir-3615	320.07	368.04	436.7	285.73	591.56	575.02	289.14	595.26	414.11	264.49	298.31	1500.55	553.38	729.59	324.27	551.77	750.29	498.08	462.01	486.72	623.1	687.52	1181.57	607.12
hsa-mir-3616-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3616-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3617-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3617-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3619-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-362-3p	0	3.87	16.1	5.49	34.8	0	34.82	9.87	16.56	10.58	11.47	40.28	0	4.05	11.41	15.05	37.51	0	32.67	5.1	0	0	0	5.67
hsa-mir-362-5p	0	3.87	2.01	0	0	0	1.51	0	0	7.05	0	0	0	0	0.81	0	0	0	2.33	0	0	0	0	0
hsa-mir-3620-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3620-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63	10.03	0	0	0	0	0	0	0	0
hsa-mir-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-363-3p	1496.65	1417.92	821.07	1189.64	974.34	1086.15	852.27	973.47	679.15	1262.51	1044.07	392.76	654.89	1061.96	137.69	561.8	787.8	489.19	140	527.49	399.9	633.81	472.63	703.58
hsa-mir-363-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	0
hsa-mir-3648	0	0	0	0	0	0	0	0	0	0	0	0	3.27	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3653	0	0	0	0	0	0	0	0	8.28	0	11.47	0	0	4.05	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3656	0	3.87	6.04	0	0	0	0	0	0	3.53	0	0	0	4.05	0.81	0	0	0	2.33	5.1	0	0	0	17.02
hsa-mir-3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-365a-3p	2.25	0	4.02	1.37	0	0	9.08	6.58	0	0	0	10.07	6.55	2.03	2.44	5.02	0	8.89	4.67	1.27	13.95	10.74	0	2.84
hsa-mir-365a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.89	0	0	0	0	0	0
hsa-mir-365b-3p	2.25	0	4.02	1.37	0	0	9.08	6.58	0	0	0	10.07	6.55	2.03	2.44	5.02	0	8.89	4.67	1.27	13.95	10.74	0	2.84
hsa-mir-365b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67
hsa-mir-3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3661	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	0
hsa-mir-3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3663-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3664-3p	0	0	0	0	0	0	1.51	0	8.28	0	0	0	0	0	0.81	5.02	0	0	2.33	0	0	0	0	0
hsa-mir-3664-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3667-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-3667-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-367-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3670-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3670-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63	0	0	0	0	0	18.6	0	0	0
hsa-mir-3675-3p	0	7.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3677-3p	4.51	3.87	0	0	0	0	0	0	0	7.05	0	10.07	3.27	8.11	0.81	0	0	0	2.33	2.55	0	0	0	5.67
hsa-mir-3677-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3678-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3678-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3679-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3679-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63	0	0	0	2.33	15.29	0	0	0	0
hsa-mir-3680-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3680-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3680-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3680-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3681-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3684	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05	0	0	0	0	0	0	0	0	0	0
hsa-mir-3685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.74	0	0
hsa-mir-3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	5.67
hsa-mir-3688-1-3p	6.76	1.94	4.02	10.99	0	0	2.27	4.93	8.28	3.53	0	0	8.19	0	0.81	0	0	13.34	0	0	0	0	0	0
hsa-mir-3688-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3688-2-3p	6.76	1.94	4.02	10.99	0	0	2.27	4.93	8.28	3.53	0	0	8.19	0	0.81	0	0	13.34	0	0	0	0	0	0
hsa-mir-3688-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689d-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689d-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-369-3p	9.02	77.48	6.04	10.99	0	15.97	28.76	3.29	8.28	0	11.47	0	0	16.21	0.81	15.05	0	0	2.33	22.93	0	32.23	0	11.35
hsa-mir-369-5p	9.02	27.12	8.05	10.99	0	0	3.03	6.58	0	0	0	0	9.82	8.11	0.81	5.02	0	0	0	17.84	9.3	10.74	0	17.02
hsa-mir-3690-1	0	0	0	0	0	0	0	0	0	1.76	0	0	3.27	0	0.41	0	0	0	0	2.55	0	0	0	0
hsa-mir-3690-2	0	0	0	0	0	0	0	0	0	1.76	0	0	3.27	0	0.41	0	0	0	0	2.55	0	0	0	0
hsa-mir-3691-3p	0	0	0	0	0	0	0	0	0	3.53	0	0	3.27	4.05	0	0	0	0	0	0	0	0	0	0
hsa-mir-3691-5p	0	3.87	0	0	0	0	0	0	8.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3692-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3692-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-370-3p	0	23.24	8.05	13.74	0	0	7.57	9.87	0	0	0	20.14	16.37	8.11	0	5.02	0	0	7	40.77	0	21.49	0	17.02
hsa-mir-370-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-371a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-371b-3p	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-371b-5p	9.02	0	16.1	0	0	0	1.51	13.16	0	7.05	0	50.35	0	4.05	0.81	15.05	0	8.89	2.33	10.19	0	21.49	0	22.7
hsa-mir-372-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
