miRNA,GSM7886764,GSM7886765,GSM7886766,GSM7886767,GSM7886768,GSM7886769,GSM7886770,GSM7886771,GSM7886772,GSM7886773,GSM7886774,GSM7886775,GSM7886776,GSM7886777,GSM7886778
hsa-miR-3667-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3667-5p,14.10665,29.8384,0.1,33.8396,49.0772,68.4712,68.5838,44.4234,96.4643,39.3481,46.4289,34.3079,32.3503,27.2735,48.5153
hsa-miR-3668,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-367-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-367-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3670,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3671,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3672,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3674,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3675-3p,3.439052,2.73926,1.989952,4.13894,4.878,5.52948,5.17786,5.17043,7.0341,5.81638,4.81927,0.1,2.73822,4.68782,4.61911
hsa-miR-3675-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3677-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3677-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3678-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3678-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3679-3p,1.73334,2.14337,0.1,2.11435,2.73382,5.38067,4.0717,4.58479,9.08416,4.36384,2.59857,2.56837,2.67645,2.94057,3.45457
hsa-miR-3679-5p,89.6734,231.9824,6.19219,238.0204,446.333,588.37,378.375,335.683,824.572,355.96,508.837,434.778,568.006,281.204,719.803
hsa-miR-3680-3p,0.1,0.1,0.1,0.1,1.67184,3.89012,2.06852,0.1,4.56929,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3680-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3681-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3681-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3682-3p,6.02704,6.34856,0.1,6.53597,15.96023,11.96606,30.9479,11.15563,11.39852,5.98749,7.45517,5.96716,4.57674,0.1,8.8788
hsa-miR-3682-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3683,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3684,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3685,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3686,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3687,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3688-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3688-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3689a-3p,0.1,1.85488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3689a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3689b-3p,0.1,2.07594,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3689d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3689f,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.11391,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-369-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-369-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3690,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3691-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3691-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3692-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3692-5p,0.1,0.1,0.1,0.1,0.1,5.78008,7.7856,4.5624,5.87911,0.1,6.20276,0.1,0.1,0.1,0.1
hsa-miR-370-3p,0.1,0.1,0.1,0.1,2.03522,2.29917,2.95858,0.1,2.12169,0.1,2.8354,0.1,0.1,0.1,2.15999
hsa-miR-370-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3713,1.15969,4.15891,0.1,5.14539,7.58161,10.33545,12.53904,1.83711,7.97404,0.1,4.79226,0.1,0.1,0.1,0.1
hsa-miR-3714,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-371a-3p,1.82895,0.1,0.1,5.83102,3.35958,10.7801,17.7493,6.64351,12.9975,5.39303,11.478,4.28952,4.07869,3.46475,5.72726
hsa-miR-371a-5p,4.244677,3.48928,0.1,6.476994,9.68853,19.15914,18.57724,19.33632,26.47371,17.40625,9.24681,5.99212,6.21811,6.17447,10.4885
hsa-miR-371b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-371b-5p,14.49726,18.72008,0.1,21.5823,22.3961,27.822,31.3555,36.047,17.80926,21.243,18.298,14.19164,10.26957,12.53917,25.4142
hsa-miR-372-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-372-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-373-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-373-5p,0.1,0.1,0.1,0.1,0.1,3.18049,3.14194,5.0981,9.56617,5.18755,0.1,0.1,0.1,0.1,0.1
hsa-miR-374a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-374a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-374b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-374b-5p,0.1,0.1,0.1,6.45979,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-374c-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-374c-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-375,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-376a-2-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-376a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-376a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-376b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-376b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-376c-3p,0.1,0.1,0.1,2.08097,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-376c-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-377-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-377-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378a-3p,4.12965,0.1,0.1,4.23302,6.7296,15.69779,9.15046,10.23872,30.67336,9.996,9.13367,3.89229,5.83305,5.76147,11.73241
hsa-miR-378a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378b,0.1,0.1,0.1,4.20623,0.1,1.57476,4.39076,1.92924,2.73177,0.1,0.1,0.1,0.1,0.1,2.13089
hsa-miR-378c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378f,0.1,0.1,0.1,1.83898,0.1,1.55858,5.95701,0.1,4.69024,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378g,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378h,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-378i,0.1,0.1,0.1,0.1,1.70931,1.72958,0.1,2.42316,4.38897,2.2206,0.1,0.1,0.1,0.1,0.1
hsa-miR-378j,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-379-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-379-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-380-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-380-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-381-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-381-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-382-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-382-5p,0.1,9.41783,0.1,2.5347,4.56809,4.205,0.1,0.1,7.75924,0.1,5.94852,0.1,2.03178,0.1,0.1
hsa-miR-383-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-383-5p,0.1,3.33553,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-384,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3907,10.72822,19.52246,0.1,25.799,45.219,24.8553,52.6058,16.75365,12.79777,15.28916,25.8125,19.28297,13.27057,16.3917,28.1068
hsa-miR-3908,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3909,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3910,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3911,9.56379,16.19835,0.1,26.0206,40.2135,99.8163,57.0176,81.2781,135.1247,69.5248,56.5632,41.7832,52.1109,30.2012,54.9017
hsa-miR-3912-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3912-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.76333,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3913-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3913-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3914,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3915,0.1,0.1,0.1,0.1,0.1,2.64685,2.59585,0.1,3.05283,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3916,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3917,0.1,3.79332,0.1,5.87133,6.82492,8.70973,12.62237,14.41191,22.3938,12.41979,5.33471,6.10641,6.19844,2.45265,7.64194
hsa-miR-3918,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3919,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3920,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3921,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3922-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3922-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3923,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.52998,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3924,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3925-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3925-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3926,0.1,0.1,0.1,0.1,5.08954,3.66906,3.93953,4.01171,6.86767,0.1,0.1,0.1,1.85389,0.1,5.18473
hsa-miR-3927-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3927-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3928-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3928-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3929,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3934-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3934-5p,35.0353,6.96586,0.1,25.6071,39.1467,21.7932,28.2969,20.36595,9.71251,20.09848,20.552,13.48918,15.08339,15.24477,27.9166
hsa-miR-3935,0.1,0.1,0.1,0.1,0.1,0.1,1.82295,1.85053,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3936,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3937,10.12525,7.97151,0.1,12.30644,18.3176,44.6284,43.4334,53.3842,110.3169,47.6039,18.90796,18.4513,17.78723,16.32153,25.1456
hsa-miR-3938,0.1,0.1,0.1,0.1,0.1,4.07842,5.47479,5.97764,12.43531,5.82832,0.1,0.1,0.1,0.1,2.52059
hsa-miR-3939,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3940-3p,2.95344,0.1,1.3466,1.74488,4.39169,4.14182,4.42335,1.8993,1.84743,1.93965,1.9239,0.1,0.1,0.1,0.1
hsa-miR-3940-5p,37.06861,29.41088,2.92927,59.42454,66.5202,179.0855,186.7201,257.3644,267.5459,192.4188,86.1046,81.30812,75.45789,82.11875,111.5256
hsa-miR-3941,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3942-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3942-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3943,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3944-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3944-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3945,9.82727,12.34781,0.1,12.65555,28.974,35.7159,39.7583,22.166,72.3349,20.81216,20.5993,12.06577,11.20015,8.53742,21.1496
hsa-miR-3960,2857,1871.45,262.979,4232.75,3830.5,8716.18,8566.82,15447.63,16148.07,12244.1,4875.73,6083.58,6775.72,6178.51,7444.03
hsa-miR-3972,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3973,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3974,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3975,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3976,0.1,5.05883,0.1,1.84475,8.93833,5.35571,1.75951,0.1,7.97859,0.1,2.00994,0.1,0.1,0.1,2.39023
hsa-miR-3977,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-3978,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-409-3p,0.1,0.1,0.1,7.34186,3.26202,0.1,0.1,0.1,0.1,0.1,6.93987,0.1,0.1,0.1,0.1
hsa-miR-409-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-410-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-410-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-411-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-411-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-412-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-412-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-421,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-422a,3.140611,0.1,0.1,2.083694,5.985323,9.87224,5.503321,6.30286,21.65924,6.31944,6.64839,1.25524,2.35707,0.1,7.42113
hsa-miR-423-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-423-5p,7.21894,12.48998,0.1,11.678,17.7971,22.7874,15.01891,12.87781,25.2309,13.42938,18.43122,8.43575,5.62926,18.59139,12.27545
hsa-miR-424-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-424-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-425-3p,10.49091,11.90853,7.74543,13.11495,16.16815,16.97099,19.39397,18.33071,13.24411,14.15873,13.44098,11.50141,12.62362,11.88945,14.17308
hsa-miR-425-5p,0.1,18.16726,1.82765,36.8618,7.73583,3.17656,0.1,8.27671,10.0479,11.14036,21.86219,16.79258,11.20289,30.6904,8.23165
hsa-miR-4251,0.1,0.1,0.1,0.1,5.40566,11.16035,6.60126,5.84743,11.58506,2.12827,3.64552,0.1,0.1,0.1,2.15793
hsa-miR-4252,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4253,7.59689,7.43567,0.1,11.51614,16.64218,20.70823,20.9466,15.62653,22.8772,12.05933,14.73198,9.62051,8.96847,6.68622,11.02562
hsa-miR-4254,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4255,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4256,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4257,1.58274,2.07439,0.1,2.79957,5.84039,5.42955,6.65327,6.88715,12.8235,6.91328,4.97527,2.41878,4.815,2.10914,6.88501
hsa-miR-4258,0.1,0.1,0.1,0.1,0.1,0.1,1.92913,0.1,2.53318,0.1,1.79701,0.1,0.1,0.1,0.1
hsa-miR-4259,0.1,2.10914,0.1,2.09057,7.3629,10.34169,7.56276,9.67147,24.5511,14.48765,4.91586,2.45752,5.91305,4.00196,5.07982
hsa-miR-4260,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4261,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4262,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4263,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4264,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4265,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4266,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4267,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4268,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4269,0.1,0.1,0.1,4.32065,0.1,7.00743,12.04476,16.46182,15.53699,9.70125,3.77612,0.1,4.313,3.98292,0.1
hsa-miR-4270,122.8119,135.5651,9.34172,277.201,398.419,1017.282,719.526,856.962,2591.03,1094.849,431.916,386.727,555.683,281.274,472.295
hsa-miR-4271,13.55971,19.85907,0.1,26.754,40.4987,94.1751,58.8625,77.4527,194.5105,90.5962,73.6739,52.0015,70.7239,52.1382,79.756
hsa-miR-4272,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4273,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4274,4.90977,4.04553,1.29432,6.22166,7.57,10.87921,10.60951,12.82618,21.8082,12.52279,7.19939,7.61757,7.92663,6.19471,8.67983
hsa-miR-4275,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4276,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-4277,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
