miRNA,BRH.1425633_S15,BRH.1425634_S16,BRH.1386871,BRH.1386872,BRH.1386873,X12190,X12104,X12108,X12176,X12256,BRH.1429984_S9,BRH.1429985_S10,BRH.1429986_S11,BRH.1429987_S12,BRH.1429988_S13,BRH.1429989_S14,X1038.24h_S2,X1052.24h_S3,X1108.24h_S4,X1141.24h_S5z,X1231.24h_S6z,X1242.24h_S7z,X1249.24h_S8z,X964.24h_S1,X10018,X10050,X1013,X1016,X1022,X1025,X1027,X1028,X9911,X9931,X9961,X9993,X999,X1038.48h_S18,X1052.48h_S19,X1141.48h_S20z,X1231.48h_S21z,X1242.48h_S22z,X1249.48h_S23z,X964.48h_S17,X1038.96h_S25,X1052.96h_S26,X1231.96h_S27z,X1242.96h_S28z,X964.96h_S24,X1592652_1,X1592653_2,X1592654_3,X1592655_4,X1592656_5,X1592657_6,Aged_patient.1_S29,Aged_patient.2_S30,Aged_patient.3_S31,Aged_patient.4_S32,Aged_patient.5_S33,Aged_patient.6_S34
hsa-miR-3605-5p,0,0,0,0,0,0,0,0,0,0,11,11,38,46,12,24,33,56,34,32,53,88,98,12,56,30,32,6,43,58,48,45,28,32,79,7,40,17,16,69,58,70,121,35,24,56,53,132,24,1,0,5,8,0,0,12,59,34,0,19,8
hsa-miR-3606-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3607-5p,0,0,0,7,0,31,0,52,62,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-361-5p,11,0,0,0,0,0,0,0,0,0,20,16,73,74,68,187,290,362,102,107,186,635,474,64,642,1069,590,60,1408,315,1002,277,848,312,394,365,266,104,554,83,138,213,311,259,65,81,32,318,130,25,1,9,0,0,9,9,72,125,0,35,14
hsa-miR-3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3613-5p,1,0,0,7,7,16,0,85,271,207,4,0,24,1,1,18,93,161,73,55,250,684,530,21,900,1354,898,17,2506,2053,3172,864,1721,466,411,105,1330,29,50,11,453,103,255,31,60,107,55,326,11,4,0,0,0,0,0,29,56,133,0,152,8
hsa-miR-3614-5p,1,0,0,0,0,0,0,0,28,6,1,10,28,12,2,14,12,21,9,19,21,32,29,5,33,21,9,0,13,22,11,6,31,5,26,3,21,11,52,34,29,32,100,5,12,36,36,46,2,0,0,0,10,0,0,0,6,79,0,16,16
hsa-miR-3616-5p,0,0,0,4,0,58,0,19,58,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3617-5p,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0,0,2,0,3,4,0,1,4,12,2,0,5,9,6,1,0,4,1,1,13,2,0,0,1,8,0,0,0,0,3,2,0,0,0,0,0,0,0,1,3,3,0,7,0
hsa-miR-3619-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-362-5p,0,0,0,0,0,0,0,0,0,0,0,8,8,21,0,0,4,12,2,0,3,13,0,2,17,23,18,0,37,28,17,18,30,10,18,2,22,6,6,0,13,5,27,9,3,20,13,12,3,0,0,0,0,0,0,1,6,6,0,0,5
hsa-miR-3620-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,3,0,0,3,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,10,11,0,0,4
hsa-miR-3621,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3622a-5p,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,4,0,1,0,4,1,4,1,0,2,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-3622b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-363-5p,0,0,0,0,9,4,0,49,73,36,0,0,5,0,0,6,5,17,11,4,18,5,3,7,6,27,22,1,83,26,107,20,44,16,23,3,41,15,1,6,15,8,7,5,15,20,6,35,1,0,0,0,0,0,0,3,15,6,0,35,6
hsa-miR-3648,0,0,0,0,0,4,0,6,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3650,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3652,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3653-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365a-5p,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,5,166,2,13,6,1,6,2,4,9,3,2,10,2,3,5,8,0,2,11,0,3,40,0,0,11,13,6,1,5,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-365b-5p,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0,0,2,18,9,4,4,6,10,5,8,4,9,1,8,1,8,9,6,2,24,1,4,9,15,12,3,3,6,0,5,8,2,11,3,0,2,4,0,0,0,0,5,2,0,0,0
hsa-miR-3661,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-3663-5p,0,0,0,0,5,0,0,10,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3664-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3667-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-367-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3675-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,3,0,0,0,0,4,0,2,4,2,0,3,3,1,0,4,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,10,0,0,0,4
hsa-miR-3677-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,1,0,3,2,32,2,0,0,10,0,1,0,4,0,0,0,1,1,2,0,6,2,0,2,3,1,1,2,2,0,0,0,0,0,0,0,8,0,0,5,6
hsa-miR-3677-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3678-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3679-5p,0,0,0,0,0,0,0,0,0,0,4,5,28,32,16,22,5,20,4,7,15,6,10,5,34,10,15,2,14,8,10,2,4,6,30,5,9,4,11,10,7,10,45,4,9,2,11,6,8,0,0,2,1,0,0,3,8,12,0,33,4
hsa-miR-3680-5p,0,0,0,3,0,2,0,13,19,10,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3681-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hsa-miR-3682-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3683,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,1,2,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4
hsa-miR-3687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,24,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3688-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-369-5p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,3,4,4,23,39,21,4,47,82,41,19,35,13,44,17,28,14,28,3,168,7,2,5,20,48,23,1,1,5,11,8,0,0,0,2,4,0,0,5,12,43,0,47,5
hsa-miR-3690,0,0,0,0,0,0,0,0,0,0,0,3,0,17,2,9,19,0,7,2,7,13,26,1,7,19,23,5,3,37,18,1,33,23,13,1,16,17,1,0,2,7,12,2,11,13,4,18,6,0,0,0,0,0,0,0,0,28,0,0,35
hsa-miR-3691-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,1,6,1,4,1,0,2,3,0,7,2,9,1,13,5,7,1,8,7,6,0,2,1,4,0,2,8,5,10,1,0,0,6,4,0,0,0,2,15,0,12,0
hsa-miR-3692-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-370-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0
hsa-miR-3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3714,0,0,0,2,6,43,0,21,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371a-5p,0,0,2,0,2,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-371b-5p,0,0,2,0,2,4,0,2,3,0,1,0,0,0,0,0,12,1,5,1,1,23,48,0,0,43,24,0,7,33,16,14,42,16,36,0,22,7,0,0,9,7,16,0,1,2,8,12,0,0,0,0,5,0,0,0,5,0,0,0,0
hsa-miR-372-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-373-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-374a-5p,0,0,0,0,0,0,0,0,0,0,12,18,48,8,5,95,122,98,56,38,119,310,95,36,646,1477,953,28,2514,820,3139,875,2434,543,405,206,984,14,60,57,56,103,140,25,51,78,7,145,16,27,0,3,15,26,8,52,18,160,0,22,15
hsa-miR-374b-5p,0,1,0,0,0,0,0,0,0,0,2,3,5,4,0,12,112,162,28,9,65,611,141,32,190,569,332,22,712,388,822,336,840,289,243,124,457,11,48,12,80,98,46,40,35,100,23,204,2,47,2,6,14,13,16,17,29,64,0,2,3
hsa-miR-374c-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-374c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376a-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-miR-376a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376c-5p,0,0,0,10,0,0,9,8,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-377-5p,0,0,0,0,0,41,0,0,18,22,0,0,0,0,0,0,1,3,2,1,0,13,4,5,2,2,3,0,2,3,11,0,6,1,3,0,6,3,1,0,3,6,14,0,3,2,2,2,0,7,0,0,0,0,0,0,6,4,0,0,9
hsa-miR-378a-5p,0,0,0,0,0,0,0,0,0,0,1,0,5,12,0,11,25,261,15,4,27,44,53,9,187,194,95,4,289,95,193,32,96,61,208,194,59,17,204,0,87,33,60,16,27,98,7,75,24,0,0,0,2,0,0,3,31,73,0,42,14
hsa-miR-378b,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,1,2,0,5,4,1,0,2,1,2,0,1,0,7,2,0,1,11,2,2,1,2,1,0,3,0,3,2,0,0,0,0,0,0,0,3,2,0,2,0
hsa-miR-378c,24,74,0,0,0,0,0,14,6,0,118,384,722,819,284,773,932,6080,236,681,652,1256,1035,518,2795,1828,728,44,4017,1379,2264,494,638,305,2400,2862,720,1081,8611,933,1160,2207,2062,915,754,2070,330,1075,853,64,6,131,128,6,5,90,1163,1419,0,1334,480
hsa-miR-378d,12,25,0,0,0,0,0,0,9,0,26,104,223,273,102,224,296,1738,67,203,217,507,387,175,611,278,125,4,583,231,601,77,95,40,346,408,114,348,1721,315,304,644,568,279,184,597,69,309,268,15,0,29,22,0,0,12,278,340,0,306,102
hsa-miR-378g,2,0,0,0,0,0,0,0,0,0,3,8,11,17,9,15,15,183,2,11,16,43,27,18,28,26,12,3,47,23,32,7,13,9,39,53,18,20,179,18,19,45,63,22,12,56,11,24,24,0,2,3,2,0,0,6,23,36,0,36,15
hsa-miR-378h,0,0,0,0,0,0,0,5,0,8,0,0,2,2,0,3,2,13,1,2,1,4,1,1,7,4,3,0,4,3,6,1,2,0,5,3,0,2,16,2,4,6,3,2,3,7,2,5,2,0,0,0,0,0,0,0,4,8,0,3,1
hsa-miR-378i,71,124,0,0,0,0,0,11,0,27,427,1059,1912,1854,648,1396,1989,17481,506,1904,1876,3234,1853,1349,4026,3146,1514,52,6482,2495,3082,1284,1212,574,5460,5499,1314,2304,22525,2164,2419,5968,6098,2740,1409,4352,921,3653,1735,114,17,208,251,8,7,227,3257,4948,6,2831,1565
hsa-miR-378j,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,0,0,2,1,1,1,6,2,0,0,3,2,1,0,0,0,3,2,1,1,6,0,1,2,1,1,0,3,0,3,0,0,0,0,0,0,0,0,4,1,0,0,1
hsa-miR-379-5p,7,1,3,80,8,47,7,46,98,156,4,8,23,26,7,52,216,98,34,50,196,419,90,59,84,264,73,6,123,43,146,82,79,34,77,41,218,123,78,169,127,533,425,115,36,26,58,107,50,62,1,0,13,0,4,88,181,477,1,182,73
hsa-miR-380-5p,0,0,1,10,2,8,3,7,6,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,3,1,1,4,1,3,5,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0
hsa-miR-381-5p,0,0,1,10,2,9,2,9,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-382-5p,40,29,1,3,0,3,0,16,0,17,24,37,54,101,28,163,324,143,205,163,412,491,197,284,506,621,318,15,503,151,328,169,257,127,213,87,1020,246,166,232,377,917,1168,313,128,100,281,193,126,5,0,5,6,0,9,150,1279,1565,2,1238,607
hsa-miR-383-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,11,2,2,0,0,1,2,1,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,0,5,5,0,0,0,0,0,0,0,0
hsa-miR-3908,0,0,12,220,42,126,6,150,258,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,5,1,0,0,0,0,0,2,1,3,1,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,3
hsa-miR-3912-5p,0,0,2,11,0,147,10,369,1963,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3913-5p,8,0,0,0,0,4,0,2,0,0,3,17,10,17,0,0,54,133,12,1,59,49,32,23,23,22,21,2,65,66,127,24,65,17,33,5,61,26,26,24,187,73,137,32,32,105,13,127,9,0,0,2,11,0,0,11,137,36,0,165,39
hsa-miR-3915,0,0,10,36,12,93,0,169,2237,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3916,0,0,0,0,0,39,3,26,106,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3918,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,3,0,0,1,6,7,1,9,3,5,0,16,0,3,0,0,0,0,0,3,1,5,0,4,2,18,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,6,1
hsa-miR-3922-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3925-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3926,0,0,0,11,0,36,0,11,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3927-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3928-3p,0,0,0,0,0,6,0,7,0,6,0,1,6,2,0,0,10,24,3,3,6,37,19,4,3,4,3,0,11,0,9,4,4,7,18,12,3,10,33,0,10,9,18,3,5,20,12,25,1,0,0,0,2,0,0,0,10,12,0,4,4
hsa-miR-3928-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3934-5p,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,7,0,3,2,1,3,5,15,7,8,0,6,4,9,1,11,0,6,2,5,10,5,0,4,3,8,9,3,8,0,4,2,0,0,0,3,0,0,0,4,11,0,18,1
hsa-miR-3940-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
